min_lat,max_lat,min_lon,max_lon,x,y,center_lat,center_lon,in_water,ndvi,nearest_noaa
37.70193299999999,37.7054866631087,-122.53698500000002,-122.53249342357941,0,0,37.70370983155435,-122.5347392117897,True,-2000,KSFO
37.7054866631087,37.709040155840185,-122.53698500000002,-122.53249342357941,0,1,37.70726340947444,-122.5347392117897,True,-2000,KSFO
37.709040155840185,37.712593478188964,-122.53698500000002,-122.53249342357941,0,2,37.71081681701458,-122.5347392117897,True,-2000,KSFO
37.712593478188964,37.71614663014957,-122.53698500000002,-122.53249342357941,0,3,37.71437005416927,-122.5347392117897,True,-2000,KSFO
37.71614663014957,37.71969961171648,-122.53698500000002,-122.53249342357941,0,4,37.71792312093302,-122.5347392117897,True,-1999,KSFO
37.71969961171648,37.72325242288422,-122.53698500000002,-122.53249342357941,0,5,37.721476017300354,-122.5347392117897,True,-1999,KSFO
37.72325242288422,37.72680506364728,-122.53698500000002,-122.53249342357941,0,6,37.725028743265746,-122.5347392117897,True,-2000,KSFO
37.72680506364728,37.7303575340002,-122.53698500000002,-122.53249342357941,0,7,37.72858129882374,-122.5347392117897,True,-2000,KSFO
37.7303575340002,37.73390983393748,-122.53698500000002,-122.53249342357941,0,8,37.73213368396885,-122.5347392117897,True,-2000,KSFO
37.73390983393748,37.73746196345365,-122.53698500000002,-122.53249342357941,0,9,37.73568589869557,-122.5347392117897,True,-2000,KSFO
37.73746196345365,37.741013922543246,-122.53698500000002,-122.53249342357941,0,10,37.739237942998464,-122.5347392117897,True,-2000,KSFO
37.741013922543246,37.74456571120077,-122.53698500000002,-122.53249342357941,0,11,37.742789816872005,-122.5347392117897,True,-2000,KSFO
37.74456571120077,37.74811732942076,-122.53698500000002,-122.53249342357941,0,12,37.74634152031077,-122.5347392117897,True,-2000,KSFO
37.74811732942077,37.75166877719776,-122.53698500000002,-122.53249342357941,0,13,37.74989305330927,-122.5347392117897,True,-2000,KSFO
37.75166877719776,37.7552200545263,-122.53698500000002,-122.53249342357941,0,14,37.75344441586203,-122.5347392117897,True,-2000,KSFO
37.7552200545263,37.7587711614009,-122.53698500000002,-122.53249342357941,0,15,37.7569956079636,-122.5347392117897,True,-2000,KSFO
37.7587711614009,37.76232209781612,-122.53698500000002,-122.53249342357941,0,16,37.760546629608505,-122.5347392117897,True,-2000,KSFO
37.76232209781612,37.765872863766496,-122.53698500000002,-122.53249342357941,0,17,37.764097480791314,-122.5347392117897,True,-2000,KSFO
37.765872863766496,37.7694234592466,-122.53698500000002,-122.53249342357941,0,18,37.767648161506536,-122.5347392117897,True,-2000,KSFO
37.7694234592466,37.77297388425092,-122.53698500000002,-122.53249342357941,0,19,37.771198671748756,-122.5347392117897,True,-2000,KSFO
37.77297388425092,37.77652413877408,-122.53698500000002,-122.53249342357941,0,20,37.7747490115125,-122.5347392117897,True,-2000,KSFO
37.77652413877408,37.78007422281061,-122.53698500000002,-122.53249342357941,0,21,37.778299180792345,-122.5347392117897,True,-2000,KSFO
37.78007422281061,37.78362413635503,-122.53698500000002,-122.53249342357941,0,22,37.781849179582814,-122.5347392117897,True,-2000,KSFO
37.78362413635503,37.78717387940196,-122.53698500000002,-122.53249342357941,0,23,37.785399007878496,-122.5347392117897,True,-2000,KSFO
37.78717387940196,37.79072345194594,-122.53698500000002,-122.53249342357941,0,24,37.788948665673935,-122.5347392117897,True,-1999,KSFO
37.79072345194594,37.79427285398151,-122.53698500000002,-122.53249342357941,0,25,37.79249815296373,-122.5347392117897,True,-1999,KSFO
37.79427285398151,37.797822085503284,-122.53698500000002,-122.53249342357941,0,26,37.7960474697424,-122.5347392117897,True,-2000,KSFO
37.797822085503284,37.801371146505815,-122.53698500000002,-122.53249342357941,0,27,37.79959661600455,-122.5347392117897,True,-2000,KSFO
37.801371146505815,37.80492003698368,-122.53698500000002,-122.53249342357941,0,28,37.80314559174475,-122.5347392117897,True,-2000,KSFO
37.80492003698369,37.80846875693146,-122.53698500000002,-122.53249342357941,0,29,37.80669439695758,-122.5347392117897,True,-2000,KSFO
37.80846875693146,37.812017306343726,-122.53698500000002,-122.53249342357941,0,30,37.810243031637604,-122.5347392117897,True,-2000,KSFO
37.81201730634374,37.81556568521509,-122.53698500000002,-122.53249342357941,0,31,37.813791495779405,-122.5347392117897,True,-2000,KSFO
37.81556568521509,37.81911389354008,-122.53698500000002,-122.53249342357941,0,32,37.817339789377584,-122.5347392117897,True,-2000,KSFO
37.81911389354008,37.822661931313355,-122.53698500000002,-122.53249342357941,0,33,37.82088791242671,-122.5347392117897,True,-2000,KSFO
37.822661931313355,37.82620979852947,-122.53698500000002,-122.53249342357941,0,34,37.824435864921405,-122.5347392117897,False,-2000,KSFO
37.82620979852947,37.829757495183024,-122.53698500000002,-122.53249342357941,0,35,37.82798364685624,-122.5347392117897,False,-2000,KSFO
37.829757495183024,37.83330502126864,-122.53698500000002,-122.53249342357941,0,36,37.83153125822582,-122.5347392117897,False,-2000,KSFO
37.83330502126864,37.83685237678087,-122.53698500000002,-122.53249342357941,0,37,37.83507869902475,-122.5347392117897,False,5159,KSFO
37.83685237678087,37.84039956171436,-122.53698500000002,-122.53249342357941,0,38,37.838625969247616,-122.5347392117897,False,7053,KSFO
37.84039956171436,37.84394657606372,-122.53698500000002,-122.53249342357941,0,39,37.84217306888904,-122.5347392117897,False,7053,KSFO
37.84394657606372,37.84749341982353,-122.53698500000002,-122.53249342357941,0,40,37.84571999794363,-122.5347392117897,False,7506,KSFO
37.84749341982353,37.85104009298843,-122.53698500000002,-122.53249342357941,0,41,37.84926675640598,-122.5347392117897,False,6457,KSFO
37.85104009298843,37.854586595553016,-122.53698500000002,-122.53249342357941,0,42,37.85281334427072,-122.5347392117897,False,6457,KSFO
37.854586595553016,37.858132927511896,-122.53698500000002,-122.53249342357941,0,43,37.85635976153246,-122.5347392117897,False,7069,KSFO
37.858132927511896,37.86167908885975,-122.53698500000002,-122.53249342357941,0,44,37.85990600818583,-122.5347392117897,False,5462,KSFO
37.86167908885975,37.86522507959114,-122.53698500000002,-122.53249342357941,0,45,37.863452084225436,-122.5347392117897,False,5462,KSFO
37.86522507959114,37.86877089970072,-122.53698500000002,-122.53249342357941,0,46,37.86699798964593,-122.5347392117897,False,8542,KSFO
37.86877089970072,37.87231654918311,-122.53698500000002,-122.53249342357941,0,47,37.87054372444192,-122.5347392117897,False,7460,KSFO
37.87231654918311,37.87586202803297,-122.53698500000002,-122.53249342357941,0,48,37.87408928860804,-122.5347392117897,False,7460,KSFO
37.87586202803297,37.879407336244896,-122.53698500000002,-122.53249342357941,0,49,37.87763468213893,-122.5347392117897,False,7251,KSFO
37.87940733624491,37.88295247381356,-122.53698500000002,-122.53249342357941,0,50,37.88117990502924,-122.5347392117897,False,7251,KSFO
37.88295247381356,37.88649744073359,-122.53698500000002,-122.53249342357941,0,51,37.884724957273576,-122.5347392117897,False,6504,KSFO
37.88649744073359,37.89004223699963,-122.53698500000002,-122.53249342357941,0,52,37.88826983886661,-122.5347392117897,False,7183,KOAK
37.89004223699963,37.89358686260633,-122.53698500000002,-122.53249342357941,0,53,37.89181454980297,-122.5347392117897,False,7183,KOAK
37.89358686260633,37.897131317548336,-122.53698500000002,-122.53249342357941,0,54,37.895359090077335,-122.5347392117897,False,7536,KOAK
37.897131317548336,37.90067560182031,-122.53698500000002,-122.53249342357941,0,55,37.89890345968432,-122.5347392117897,False,5683,KOAK
37.90067560182031,37.9042197154169,-122.53698500000002,-122.53249342357941,0,56,37.902447658618605,-122.5347392117897,False,5683,KOAK
37.9042197154169,37.907763658332755,-122.53698500000002,-122.53249342357941,0,57,37.90599168687483,-122.5347392117897,False,7500,KOAK
37.907763658332755,37.91130743056258,-122.53698500000002,-122.53249342357941,0,58,37.90953554444767,-122.5347392117897,False,7116,KOAK
37.91130743056258,37.91485103210099,-122.53698500000002,-122.53249342357941,0,59,37.913079231331785,-122.5347392117897,False,7116,KOAK
37.91485103210098,37.91839446294268,-122.53698500000002,-122.53249342357941,0,60,37.91662274752183,-122.5347392117897,False,7597,KOAK
37.918394462942686,37.92193772308229,-122.53698500000002,-122.53249342357941,0,61,37.92016609301249,-122.5347392117897,False,7664,KOAK
37.9219377230823,37.92548081251453,-122.53698500000002,-122.53249342357941,0,62,37.92370926779842,-122.5347392117897,False,7664,KOAK
37.92548081251453,37.929023731234075,-122.53698500000002,-122.53249342357941,0,63,37.927252271874316,-122.5347392117897,False,7709,KOAK
37.92902373123409,37.93256647923559,-122.53698500000002,-122.53249342357941,0,64,37.93079510523484,-122.5347392117897,False,7222,KOAK
37.93256647923559,37.93610905651374,-122.53698500000002,-122.53249342357941,0,65,37.934337767874666,-122.5347392117897,False,7222,KOAK
37.93610905651374,37.93965146306324,-122.53698500000002,-122.53249342357941,0,66,37.93788025978849,-122.5347392117897,False,6574,KOAK
37.93965146306325,37.94319369887877,-122.53698500000002,-122.53249342357941,0,67,37.94142258097101,-122.5347392117897,False,4833,KOAK
37.94319369887877,37.946735763955004,-122.53698500000002,-122.53249342357941,0,68,37.944964731416896,-122.5347392117897,False,4833,KAPC
37.946735763955004,37.950277658286645,-122.53698500000002,-122.53249342357941,0,69,37.94850671112083,-122.5347392117897,False,4726,KAPC
37.950277658286645,37.9538193818684,-122.53698500000002,-122.53249342357941,0,70,37.952048520077525,-122.5347392117897,False,4726,KAPC
37.9538193818684,37.95736093469497,-122.53698500000002,-122.53249342357941,0,71,37.95559015828168,-122.5347392117897,False,6518,KAPC
37.95736093469497,37.96090231676103,-122.53698500000002,-122.53249342357941,0,72,37.959131625728,-122.5347392117897,False,6815,KAPC
37.96090231676104,37.96444352806132,-122.53698500000002,-122.53249342357941,0,73,37.96267292241117,-122.5347392117897,False,6815,KAPC
37.964443528061295,37.967984568590495,-122.53698500000002,-122.53249342357941,0,74,37.966214048325895,-122.5347392117897,False,7064,KAPC
37.967984568590495,37.971525438343335,-122.53698500000002,-122.53249342357941,0,75,37.96975500346692,-122.5347392117897,False,4136,KAPC
37.971525438343335,37.975066137314506,-122.53698500000002,-122.53249342357941,0,76,37.97329578782893,-122.5347392117897,False,4136,KAPC
37.975066137314506,37.97860666549873,-122.53698500000002,-122.53249342357941,0,77,37.976836401406615,-122.5347392117897,False,5697,KAPC
37.97860666549873,37.98214702289072,-122.53698500000002,-122.53249342357941,0,78,37.98037684419473,-122.5347392117897,False,5452,KAPC
37.98214702289072,37.985687209485256,-122.53698500000002,-122.53249342357941,0,79,37.983917116188,-122.5347392117897,False,5452,KAPC
37.985687209485256,37.98922722527699,-122.53698500000002,-122.53249342357941,0,80,37.98745721738111,-122.5347392117897,False,5983,KAPC
37.98922722527698,37.992767070260676,-122.53698500000002,-122.53249342357941,0,81,37.99099714776882,-122.5347392117897,False,4494,KAPC
37.992767070260676,37.996306744431045,-122.53698500000002,-122.53249342357941,0,82,37.99453690734586,-122.5347392117897,False,4494,KAPC
37.996306744431045,37.99984624778283,-122.53698500000002,-122.53249342357941,0,83,37.99807649610696,-122.5347392117897,False,3796,KAPC
37.99984624778283,38.003385580310784,-122.53698500000002,-122.53249342357941,0,84,38.00161591404681,-122.5347392117897,False,3269,KAPC
38.003385580310784,38.00692474200964,-122.53698500000002,-122.53249342357941,0,85,38.00515516116021,-122.5347392117897,False,3269,KAPC
38.00692474200964,38.0104637328741,-122.53698500000002,-122.53249342357941,0,86,38.008694237441865,-122.5347392117897,False,4528,KAPC
37.701933,37.7054866631087,-122.53249342357941,-122.52800184715879,1,0,37.70370983155435,-122.53024763536915,True,-2000,KSFO
37.7054866631087,37.709040155840185,-122.53249342357941,-122.52800184715879,1,1,37.70726340947444,-122.53024763536915,True,-2000,KSFO
37.709040155840185,37.71259347818897,-122.53249342357941,-122.52800184715879,1,2,37.71081681701458,-122.53024763536915,True,-2000,KSFO
37.712593478188964,37.71614663014957,-122.53249342357941,-122.52800184715879,1,3,37.71437005416927,-122.53024763536915,True,-2000,KSFO
37.71614663014957,37.71969961171648,-122.53249342357941,-122.52800184715879,1,4,37.71792312093302,-122.53024763536915,True,-1999,KSFO
37.71969961171648,37.72325242288422,-122.53249342357941,-122.52800184715879,1,5,37.721476017300354,-122.53024763536915,True,-1999,KSFO
37.72325242288422,37.72680506364728,-122.53249342357941,-122.52800184715879,1,6,37.725028743265746,-122.53024763536915,True,-2000,KSFO
37.72680506364728,37.7303575340002,-122.53249342357941,-122.52800184715879,1,7,37.72858129882374,-122.53024763536915,True,-2000,KSFO
37.7303575340002,37.73390983393748,-122.53249342357941,-122.52800184715879,1,8,37.73213368396885,-122.53024763536915,True,-1999,KSFO
37.73390983393748,37.73746196345365,-122.53249342357941,-122.52800184715879,1,9,37.73568589869557,-122.53024763536915,True,-2000,KSFO
37.73746196345365,37.741013922543246,-122.53249342357941,-122.52800184715879,1,10,37.739237942998464,-122.53024763536915,True,-2000,KSFO
37.741013922543246,37.74456571120077,-122.53249342357941,-122.52800184715879,1,11,37.742789816872005,-122.53024763536915,True,-1999,KSFO
37.74456571120077,37.74811732942077,-122.53249342357941,-122.52800184715879,1,12,37.74634152031077,-122.53024763536915,True,-2000,KSFO
37.74811732942076,37.75166877719776,-122.53249342357941,-122.52800184715879,1,13,37.74989305330926,-122.53024763536915,True,-2000,KSFO
37.75166877719776,37.7552200545263,-122.53249342357941,-122.52800184715879,1,14,37.75344441586203,-122.53024763536915,True,-2000,KSFO
37.7552200545263,37.7587711614009,-122.53249342357941,-122.52800184715879,1,15,37.7569956079636,-122.53024763536915,True,-2000,KSFO
37.7587711614009,37.76232209781612,-122.53249342357941,-122.52800184715879,1,16,37.760546629608505,-122.53024763536915,True,-2000,KSFO
37.76232209781612,37.765872863766496,-122.53249342357941,-122.52800184715879,1,17,37.764097480791314,-122.53024763536915,True,-2000,KSFO
37.765872863766496,37.7694234592466,-122.53249342357941,-122.52800184715879,1,18,37.767648161506536,-122.53024763536915,True,-2000,KSFO
37.7694234592466,37.77297388425092,-122.53249342357941,-122.52800184715879,1,19,37.771198671748756,-122.53024763536915,True,-2000,KSFO
37.77297388425092,37.77652413877408,-122.53249342357941,-122.52800184715879,1,20,37.7747490115125,-122.53024763536915,True,-2000,KSFO
37.77652413877408,37.78007422281061,-122.53249342357941,-122.52800184715879,1,21,37.778299180792345,-122.53024763536915,True,-2000,KSFO
37.78007422281061,37.78362413635503,-122.53249342357941,-122.52800184715879,1,22,37.781849179582814,-122.53024763536915,True,-2000,KSFO
37.78362413635503,37.78717387940196,-122.53249342357941,-122.52800184715879,1,23,37.785399007878496,-122.53024763536915,True,-2000,KSFO
37.78717387940196,37.79072345194594,-122.53249342357941,-122.52800184715879,1,24,37.788948665673935,-122.53024763536915,True,-2000,KSFO
37.79072345194594,37.79427285398151,-122.53249342357941,-122.52800184715879,1,25,37.79249815296373,-122.53024763536915,True,-2000,KSFO
37.79427285398151,37.797822085503284,-122.53249342357941,-122.52800184715879,1,26,37.7960474697424,-122.53024763536915,True,-2000,KSFO
37.797822085503284,37.80137114650583,-122.53249342357941,-122.52800184715879,1,27,37.799596616004564,-122.53024763536915,True,-2000,KSFO
37.801371146505815,37.80492003698369,-122.53249342357941,-122.52800184715879,1,28,37.80314559174475,-122.53024763536915,True,-2000,KSFO
37.80492003698368,37.80846875693146,-122.53249342357941,-122.52800184715879,1,29,37.80669439695757,-122.53024763536915,True,-2000,KSFO
37.80846875693146,37.81201730634374,-122.53249342357941,-122.52800184715879,1,30,37.810243031637604,-122.53024763536915,True,-2000,KSFO
37.812017306343726,37.81556568521509,-122.53249342357941,-122.52800184715879,1,31,37.813791495779405,-122.53024763536915,True,-2000,KSFO
37.81556568521509,37.81911389354008,-122.53249342357941,-122.52800184715879,1,32,37.817339789377584,-122.53024763536915,False,-2000,KSFO
37.81911389354008,37.822661931313355,-122.53249342357941,-122.52800184715879,1,33,37.82088791242671,-122.53024763536915,False,-2000,KSFO
37.822661931313355,37.82620979852947,-122.53249342357941,-122.52800184715879,1,34,37.824435864921405,-122.53024763536915,False,-2000,KSFO
37.82620979852947,37.829757495183024,-122.53249342357941,-122.52800184715879,1,35,37.82798364685624,-122.53024763536915,False,5261,KSFO
37.829757495183024,37.83330502126864,-122.53249342357941,-122.52800184715879,1,36,37.83153125822582,-122.53024763536915,False,5261,KSFO
